,file,shot_id,character,avg_confidence
0,5321170704253895214.mp4,47,Peggy Mitchell,0.5569249699863709
1,5321170704253895214.mp4,188,Peggy Mitchell,0.5879391118438969
2,5321170704253895214.mp4,200,Peggy Mitchell,0.5784069073190721
3,5321170704253895214.mp4,269,Peggy Mitchell,0.7548033720434771
4,5321170704253895214.mp4,278,Peggy Mitchell,0.7124174761406091
5,5321170704253895214.mp4,280,Peggy Mitchell,0.5955191783711808
6,5321170704253895214.mp4,329,Peggy Mitchell,0.8628942458723842
7,5321170704253895214.mp4,331,Peggy Mitchell,0.8844160834860858
8,5321170704253895214.mp4,333,Peggy Mitchell,0.8201078257977487
9,5321170704253895214.mp4,335,Peggy Mitchell,0.8295630167478799
10,5321170704253895214.mp4,337,Peggy Mitchell,0.8143854257908406
11,5321170704253895214.mp4,339,Peggy Mitchell,0.6445321650998714
12,5321170704253895214.mp4,392,Peggy Mitchell,0.5675546921385545
13,5321170704253895214.mp4,394,Peggy Mitchell,0.6893182237732435
14,5321170704253895214.mp4,395,Peggy Mitchell,0.7237712472877401
15,5321170704253895214.mp4,397,Peggy Mitchell,0.6871626575571508
16,5321170704253895214.mp4,399,Peggy Mitchell,0.7113671338431683
17,5321170704253895214.mp4,458,Peggy Mitchell,0.6842800553599702
18,5321170704253895214.mp4,464,Peggy Mitchell,0.6546786117481268
19,5321170704253895214.mp4,510,Peggy Mitchell,0.6126571211946921
20,5321170704253895214.mp4,513,Peggy Mitchell,0.7194343765986507
21,5321170704253895214.mp4,566,Peggy Mitchell,0.5374332346432373
22,5321170704253895214.mp4,596,Peggy Mitchell,0.812459645017792
23,5321170704253895214.mp4,601,Peggy Mitchell,0.7404485855108563
24,5321170704253895214.mp4,623,Peggy Mitchell,0.5559543634892695
25,5321170704253895214.mp4,630,Peggy Mitchell,0.8186692914314166
26,5321170704253895214.mp4,656,Peggy Mitchell,0.6119634400958393
27,5321170704253895214.mp4,659,Peggy Mitchell,0.6615980530241966
28,5321170704253895214.mp4,660,Peggy Mitchell,0.7516022619316568
29,5321170704253895214.mp4,661,Peggy Mitchell,0.6946564878687727
30,5321170704253895214.mp4,667,Peggy Mitchell,0.605181008628759
31,5321170704253895214.mp4,693,Peggy Mitchell,0.5978206070925819
32,5321170704253895214.mp4,707,Peggy Mitchell,0.7237038034537068
33,5321170704253895214.mp4,708,Peggy Mitchell,0.5734181012167429
34,5321170704253895214.mp4,712,Peggy Mitchell,0.6339559292069442
35,5321170704253895214.mp4,714,Peggy Mitchell,0.7422267649491984
36,5321170704253895214.mp4,727,Peggy Mitchell,0.620644534804472
37,5321170704253895214.mp4,732,Peggy Mitchell,0.5009596375013853
38,5321170704253895214.mp4,763,Peggy Mitchell,0.5602762588743713
39,5321170704253895214.mp4,839,Peggy Mitchell,0.6983137740460931
40,5321170704253895214.mp4,843,Peggy Mitchell,0.6030579007793763
41,5321170704253895214.mp4,847,Peggy Mitchell,0.5044506934643249
42,5321170704253895214.mp4,849,Peggy Mitchell,0.5057599134306364
43,5321170704253895214.mp4,853,Peggy Mitchell,0.5975951647028502
44,5321170704253895214.mp4,857,Peggy Mitchell,0.8102236269590252
45,5321170704253895214.mp4,971,Peggy Mitchell,0.7226414498610884
46,5321170704253895214.mp4,972,Peggy Mitchell,0.7403707077679546
47,5321170704253895214.mp4,996,Peggy Mitchell,0.5796922693540704
48,5321170704253895214.mp4,1002,Peggy Mitchell,0.584132754891829
49,5321170704253895214.mp4,1005,Peggy Mitchell,0.6264526522531962
50,5321170704253895214.mp4,1042,Peggy Mitchell,0.9200943654691621
51,5321170704253895214.mp4,1044,Peggy Mitchell,0.907549843298524
52,5321170704253895214.mp4,1047,Peggy Mitchell,0.9010166105257323
53,5321170704253895214.mp4,1056,Peggy Mitchell,0.8334158000367385
54,5321170704253895214.mp4,1057,Peggy Mitchell,0.6574007227435267
55,5321170704253895214.mp4,1107,Peggy Mitchell,0.8387682786889629
56,5321170704253895214.mp4,1108,Peggy Mitchell,0.7499510420692399
57,5321170704253895214.mp4,1114,Peggy Mitchell,0.8627355781047893
58,5321170704253895214.mp4,1139,Peggy Mitchell,0.5453691563020177
59,5321170704253895214.mp4,1161,Peggy Mitchell,0.6284216906044061
60,5321170704253895214.mp4,1164,Peggy Mitchell,0.5746813955276119
61,5321170704253895214.mp4,1166,Peggy Mitchell,0.6666344402728455
62,5321170704253895214.mp4,1168,Peggy Mitchell,0.7100305086740999
63,5321170704253895214.mp4,1245,Peggy Mitchell,0.786649130477911
64,5321170704253895214.mp4,1286,Peggy Mitchell,0.6849821000414615
65,5321170704253895214.mp4,1298,Peggy Mitchell,0.5742545422517319
66,5321170704253895214.mp4,1303,Peggy Mitchell,0.8671973050568794
67,5321170704253895214.mp4,1315,Peggy Mitchell,0.8390516688967482
68,5321170704253895214.mp4,1333,Peggy Mitchell,0.7559476455063309
69,5321170704253895214.mp4,1337,Peggy Mitchell,0.8702327432247778
70,5321170704253895214.mp4,1347,Peggy Mitchell,0.8736699786726624
71,5321170704253895214.mp4,1360,Peggy Mitchell,0.8943444267609194
72,5321170704253895214.mp4,1440,Peggy Mitchell,0.7646533621441333
73,5321170704253895214.mp4,1448,Peggy Mitchell,0.6354367558875244
74,5321170704253895214.mp4,1470,Peggy Mitchell,0.8924799231240667
75,5321170704253895214.mp4,1518,Peggy Mitchell,0.8079556094015122
76,5321170704253895214.mp4,1520,Peggy Mitchell,0.8554647663945941
77,5321170704253895214.mp4,1555,Peggy Mitchell,0.8171437925794366
78,5321170704253895214.mp4,1572,Peggy Mitchell,0.9081045003658182
79,5321170704253895214.mp4,1573,Peggy Mitchell,0.8827804267015642
80,5321170704253895214.mp4,1688,Peggy Mitchell,0.5478447523936002
81,5321170704253895214.mp4,1763,Peggy Mitchell,0.8647802641020285
82,5321170704253895214.mp4,1797,Peggy Mitchell,0.8236325203618217
83,5321170704253895214.mp4,1929,Peggy Mitchell,0.8820805654890861
84,5321170704253895214.mp4,1930,Peggy Mitchell,0.9001084253294188
85,5321170704253895214.mp4,1980,Peggy Mitchell,0.8284362573406095
86,5321170704253895214.mp4,2008,Peggy Mitchell,0.5512010302237186
87,5321170704253895214.mp4,2022,Peggy Mitchell,0.8421295446571612
88,5321170704253895214.mp4,2036,Peggy Mitchell,0.7169543088706896
89,5321170704253895214.mp4,203,Tanya Branning,0.620738920878877
90,5321170704253895214.mp4,215,Tanya Branning,0.6024785778934153
91,5321170704253895214.mp4,248,Tanya Branning,0.5443994487180187
92,5321170704253895214.mp4,284,Tanya Branning,0.5897476656495736
93,5321170704253895214.mp4,285,Tanya Branning,0.5560686461384176
94,5321170704253895214.mp4,330,Tanya Branning,0.5442141922202014
95,5321170704253895214.mp4,332,Tanya Branning,0.547133839483848
96,5321170704253895214.mp4,353,Tanya Branning,0.5436733280151601
97,5321170704253895214.mp4,426,Tanya Branning,0.5688939282984765
98,5321170704253895214.mp4,546,Tanya Branning,0.5468306540997899
99,5321170704253895214.mp4,555,Tanya Branning,0.5719524434356099
100,5321170704253895214.mp4,731,Tanya Branning,0.5871451789218476
101,5321170704253895214.mp4,888,Tanya Branning,0.507635282955803
102,5321170704253895214.mp4,1039,Tanya Branning,0.6296548881821025
103,5321170704253895214.mp4,1041,Tanya Branning,0.8948491696989755
104,5321170704253895214.mp4,1045,Tanya Branning,0.6974346532199603
105,5321170704253895214.mp4,1048,Tanya Branning,0.6629306111738691
